cardId,setSeries,idInSetSeries,icon,backIcon,name,versionName,color,cost,cardType,classification,willpower,strength,loreValue,rarity,inkwellFlag,vanillaFlag,bodyguardFlag,challengerFlag,evasiveFlag,recklessFlag,resistFlag,rushFlag,shiftFlag,singerFlag,singTogetherFlag,supportFlag,wardFlag,effectText,flavorText
3001,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,001,,,バルー,フォン・ブルーインヴァルト13世,1_umber,3,1_character,ドリームボーン・ヒーロー,3,0,1,3_rare,1,0,2,0,0,0,0,0,0,0,0,0,0,護衛（このキャラクターをエグザートで場に出してもよい。あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）逃げるが勝ち このキャラクターが退場したとき、ロアを２つ得る。,-
3002,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,002,,,バーナード,新参エージェント,1_umber,4,1_character,ストーリーボーン・ヒーロー,5,1,2,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,恐くなんかないぞ あなたのターン終了時、このキャラクターがエグザートしているなら、あなたの他のキャラクター１体を選び、レディしてもよい。,「ここにいて、ね。散らばったロアがあるかどうか、見て来るから」
3003,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,003,,,チェルナボーグ,邪悪の化身,1_umber,10,1_character,ストーリーボーン・ヴィランズ,9,9,3,4_superrare,1,0,0,0,0,0,0,0,0,0,0,0,0,邪悪なる力 このキャラクターをプレイするコストの支払いはあなたの捨て札にあるキャラクター・カードと同じ数だけ１減る。集え亡霊どもよ このキャラクターをプレイしたとき、あなたの捨て札にあるすべてのキャラクター・カードをデッキに加えてシャッフルする。,闇がいたるところで手先に呼びかける。
3004,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,004,,,ダルメシアンの子犬,しっぽフリフリちゃん,1_umber,2,1_character,ストーリーボーン・子犬,3,2,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,どこから来たのかしら？ 《ダルメシアンの子犬 – しっぽフリフリちゃん》はデッキに９９匹まで入れられる。,この子たちはまずあなたのハートを奪う。そしてあなたのシートを奪う。
3005,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,005,,,ジョシュア・スウィート,ドクター,1_umber,4,1_character,ストーリーボーン・仲間,5,1,2,1_common,1,0,2,0,0,0,0,0,0,0,0,0,0,護衛（このキャラクターをエグザートで場に出してもよい。あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）,「インクランドへ向かうのか？首が痛くなったらいつでも戻ってきな」
3006,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,006,,,キーダ,アトランティス人,1_umber,1,1_character,ストーリーボーン・ヒーロー・プリンセス,2,2,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,インクランドへようこそ！
3007,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,007,,,キーダ,アトランティスの守護者,1_umber,5,1_character,フラッドボーン・ヒーロー・プリンセス,5,3,2,5_legendary,1,0,0,0,0,0,0,0,2,0,0,0,0,変身３（３を支払うことであなたの《キーダ》の上にこのカードをプレイしてもよい。）未来への希望が生まれるのです このキャラクターをプレイしたとき、キャラクター全員はあなたの次のターンの始めまで、-３される。,「選ばれた。母親と同じように」― カシュキム・ネダク王
3008,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,008,,,ラッキー,15番目の子犬,1_umber,4,1_character,ストーリーボーン・子犬,3,2,1,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,ピンピンしてる！  ： あなたのデッキの上からカードを３枚公開する。コスト２以下の各キャラクター・カードを手札に加えてもよい。残りを好きな順番でデッキの一番下に置く。わんちゃんたちの大チャンス このキャラクターがクエストするたび、あなたの場に他のキャラクターが４体以上いるなら、あなたの他のキャラクター全員はこのターン、+１される。,-
3009,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,009,,,ミニーマウス,ミュージックアーティスト,1_umber,2,1_character,ドリームボーン・ヒーロー,3,1,1,3_rare,1,0,2,0,0,0,0,0,0,2,0,0,0,歌声３（このキャラクターは歌を歌う際にコスト３として扱う。）ツアースタッフ あなたが護衛を持つキャラクターをプレイするたび、キャラクター１体を選び、２ダメージまで取り除いてもよい。,ミニーのメロディーにみんなメロメロ！
3010,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,010,,,ミス・ビアンカ,救助救援協会エージェント,1_umber,2,1_character,ストーリーボーン・ヒーロー,2,2,1,1_common,1,0,0,0,0,0,0,0,0,2,0,0,0,歌声４（このキャラクターは歌を歌う際にコスト４として扱う。）,「当協会は、助けを求める声には必ず応じるのです」― 議長
3011,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,011,,,ミスター・スヌープス,役立たずなビジネスマン,1_umber,6,1_character,ドリームボーン・仲間,8,4,2,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「簡単なことじゃないか、スヌープス！欲しいのはあのロアさ！ダイヤみたいに輝くアレが！」― マダム・メデューサ
3012,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,012,,,ナニ,世話焼きお姉ちゃん,1_umber,5,1_character,ストーリーボーン・ヒーロー,6,3,2,2_uncommon,1,0,2,0,0,0,0,0,0,0,0,0,0,護衛（このキャラクターをエグザートで場に出してもよい。あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）,「私に任せて、リロ」
3013,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,013,,,オービル,エースパイロット,1_umber,2,1_character,ストーリーボーン・仲間,4,1,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「おい、空を見ろ！アレは何てんだ？”インクランナー”？俺もあんな風に飛んでみたいもんだぜ」
3014,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,014,,,パッチ,威嚇する子犬,1_umber,4,1_character,ストーリーボーン・子犬,4,3,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,ワンワン！  ： キャラクター１体を選び、あなたの次のターンの始めまで、-２する。,どんな悪者にも立ち向かう。サンダーのように。
3015,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,015,,,パディータ,献身の母犬,1_umber,6,1_character,ストーリーボーン・ヒーロー,6,1,2,5_legendary,1,0,0,0,0,0,0,0,0,0,0,0,0,おいで、子どもたち このキャラクターをプレイしたとき、またはこれがクエストするたび、あなたの捨て札からコスト２以下のキャラクター１枚をコストを支払わずにプレイしてもよい。,子犬たちはどこまでも母についていく。
3016,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,016,,,ピグレット,プー海賊団の船長,1_umber,2,1_character,ドリームボーン・ヒーロー・海賊・キャプテン,2,2,1,4_superrare,1,0,0,0,0,0,0,0,0,0,0,0,0,船長はぼくだよ！ あなたの場に他のキャラクターが２体以上いる間、このキャラクターは+２される。,「ヨーホー！この先にロアがある。それを、ぼ、ぼくが見つけるんだ！」
3017,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,017,,,プルート,万全の番犬,1_umber,7,1_character,フラッドボーン・仲間,8,3,2,3_rare,1,0,2,0,0,0,0,0,2,0,0,0,0,変身５（５を支払うことであなたの《プルート》の上にこのカードをプレイしてもよい。）護衛（このキャラクターをエグザートで場に出してもよい。あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）用心犬 あなたのターン開始時、このキャラクターから３ダメージまで取り除く。,-
3018,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,018,,,プルート,人なつっこいわんこ,1_umber,1,1_character,ストーリーボーン・仲間,2,0,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,いい子だ！  ： このターン、あなたが次にキャラクターをプレイするコストの支払いは１減る。,新しい友だちが来てくれるのが待ちきれないんだ！
3019,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,019,,,ポンゴ,決意の父犬,1_umber,3,1_character,ストーリーボーン・ヒーロー,2,3,1,4_superrare,1,0,0,0,0,0,0,0,0,0,0,0,0,たそがれの遠吠え 各ターンに一度、２ ： あなたのデッキの一番上のカードを公開する。それがキャラクター・カードなら、手札に加える。そうでないなら、デッキの一番下に置く。,「どうにか道を見つけよう。必ずだ！」
3020,03_ＩＮＴＯ ＴＨＥ ＩＮＫＬＡＮＤＳ　インクランド探訪,020,,,ハートの女王,ふしぎの国の女帝,1_umber,3,1_character,ドリームボーン・ヴィランズ・女王,3,3,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,全部私の道だよ このキャラクターがクエストするたび、あなたの他のヴィランズ・キャラクター全員はこのターン、+１される。,インクランドを占領すればするほど、女王はさらに多くを求める。
